V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
351146151.505026,413804964.717233,467200279.895373,544775474.557158,618198543.237382,696763215.607468,780064176.867691,865255584.950726,954440364.536453,1042964178.36639,1151967162.44011,1244528170.10875,1355354137.30858,1455426124.99991,1568698172.82568,1671393482.53812,1783149024.89685,1908720528.32732,2036395819.38058,2143173478.97186
417880908.610211,479333861.825438,540006431.055262,624540247.551146,698224637.941762,776994233.771793,859384554.410373,941010310.450779,1028288583.8177,1121645538.83889,1236276212.00655,1330007645.81942,1438090937.68089,1541085730.68611,1655775470.13641,1752331895.13031,1847451957.79989,1956742617.26198,2087809206.98813,2216872109.98927
452754792.955702,517132252.346603,578954448.860152,659759597.104849,737252291.567659,822740294.202079,914388252.657692,1001168286.5159,1095964599.80442,1195472816.6127,1307112981.46094,1402332563.0743,1512938312.70257,1623859360.28891,1733981644.21034,1845373996.02691,1956462705.80873,2087561448.87918,2224837844.64554,2348407248.3067
455990503.749967,522215208.495501,576068767.10532,653985409.27655,726534952.398785,812877808.71864,910863995.076304,993131131.170363,1089956812.79841,1189161121.9077,1292338337.18374,1395244471.05009,1523693643.11258,1637512177.10545,1739346477.37767,1844281091.0036,1959253967.72716,2085328233.5337,2222063735.51041,2317468017.93706
397350297.602452,466154889.641459,526573413.749719,605750045.059607,681672754.532052,766766670.161188,855811681.458464,940147778.503203,1033743436.66973,1128197629.10331,1234376220.89386,1331127331.15051,1452814771.50514,1564616468.39392,1664763511.52081,1766919671.84442,1875619819.41141,2000729692.0686,2134450655.36013,2245088298.07389
375088814.738147,435800445.407363,492019236.969885,570332019.006636,639507732.677348,720521231.138435,803258203.221678,880497565.359602,974481310.293226,1066243202.64157,1170456631.91144,1264874218.74343,1375630843.02094,1472538545.13915,1578045180.49811,1675686509.14692,1787092453.2223,1917690201.88329,2054519939.80948,2157435319.76515
396295102.638946,462994562.861896,518144052.021606,599697645.248403,673462675.837849,747258734.762462,836763822.579979,922025095.857096,1011170044.56975,1106663222.588,1210583336.73749,1292539699.77716,1398445692.6197,1503524870.336,1609666198.8929,1706145679.08189,1815563777.74752,1937086539.14455,2070439949.00624,2175279510.74783
469731772.24945,539726542.100148,597814692.516403,674337438.504501,748709495.048834,827866521.181445,919009427.534672,1003821100.05704,1090382466.97,1181951894.90614,1301178694.27022,1405618265.04799,1516921237.18299,1616255388.48189,1736936261.36333,1862957843.57038,1974629471.19537,2108163637.84354,2262017341.59587,2360303005.40688
364356642.91853,427186461.01409,484416707.971622,565165486.272872,636450005.785583,715902124.369163,802081216.167623,886012394.833186,972424105.718189,1063824663.93531,1169390751.43772,1257839412.74286,1375932937.08889,1482792369.01521,1592983189.77078,1696179922.63923,1802172893.70369,1922960738.86333,2048675234.24628,2162731280.04738
448606323.209358,514518039.286643,569941693.899734,651712133.751437,735267372.39154,820032097.508307,910590704.015876,999265285.06149,1100861116.38087,1195202207.70381,1309693433.99441,1407537160.74854,1526931099.81814,1638765283.02828,1756728466.27273,1875507160.95638,1984739147.91068,2103472935.88265,2217119142.76509,2329699680.99141
411975021.825114,480934668.566665,537946507.706376,618772702.545967,694472538.594506,778935662.572309,864006971.247486,945286623.153212,1032728497.61172,1120048341.19397,1228917900.04681,1314539219.4158,1424845239.99935,1537131541.30612,1650576956.06381,1762289824.03282,1873583796.8206,1990758759.34473,2115613908.62035,2221923326.78787
387154621.050438,450265691.117301,505767920.853393,586996646.940831,662125568.416797,740787194.485126,825426621.025849,911791185.995753,1006535918.55888,1103183989.05878,1212239180.53914,1296074296.19854,1415109421.64956,1521347978.37094,1624757768.61729,1735147805.11725,1846778344.87632,1969668912.4315,2090747102.12506,2212645709.0736
382669498.535337,445360634.576256,505938660.922135,586530670.040719,660500864.560225,737933515.27176,819032324.453054,900860244.575429,995870355.917718,1087231325.33324,1199537071.35692,1292113187.41747,1405869820.24652,1515704659.50319,1630618281.91607,1737569449.09413,1859739941.11749,1980646080.20409,2105081103.20367,2227307131.57807
383860608.175999,444207002.89698,502626916.031009,581734166.281014,652358444.997757,727793125.016795,817344457.971808,902380911.938386,989139988.490338,1073128903.25692,1173953345.76353,1263508911.11167,1382962800.34775,1495388901.62111,1605355720.25078,1717546060.64775,1836660613.79086,1962586602.70221,2089194485.08889,2205395241.31018
422739150.328649,488117507.839598,547167771.677937,630739370.241879,710384089.101638,793690725.56314,879439483.542102,965090777.667624,1065511638.8968,1164547695.15194,1269902827.02227,1361194376.73723,1480955082.78608,1594621849.26262,1706469962.30539,1814619733.73238,1930440743.74803,2053454521.51806,2195892715.96938,2308609371.30545
403291972.978134,466440904.534975,523004700.024152,604822873.585808,679210765.513073,764874093.489359,848402316.03367,931442456.264645,1022244595.02764,1116154607.89707,1225422145.37897,1316088031.38976,1427840888.89903,1531872586.53621,1650174256.63159,1763386001.84775,1873094472.00936,1999544463.07031,2126066895.54603,2238258225.99967
432913254.62832,498263792.402107,555741008.563807,639033033.967614,721168460.303904,809242145.578647,903558210.755975,988657362.666999,1077359414.26617,1165009746.84063,1276364635.60721,1375863710.5399,1486728863.58688,1588489832.44652,1697942615.75833,1799067674.94536,1919455527.05193,2046972609.14375,2169838479.93721,2266235805.65536
342750521.094317,403822095.572623,459675693.066003,540456903.625186,613591421.243427,692025455.651659,778458499.436214,858208793.276336,947381424.779331,1037734257.78147,1142937572.88338,1231771294.43139,1345518942.50165,1451062878.71304,1558678170.28782,1659443203.67512,1772575910.02353,1898258430.79567,2027551027.54697,2139692554.74152
356889369.793432,420144936.889919,477806152.61529,558433797.339433,628106841.797562,710811267.661328,794998415.026517,876447097.899532,965195735.148467,1051721218.33832,1153380045.12074,1235012537.44609,1346845987.4952,1451031189.61904,1550305863.51754,1649655206.83059,1755557285.86643,1873065404.2017,1995366016.73473,2105986423.2487
432854346.172378,504134613.180867,561334142.076302,644368685.489796,724783739.120463,808009055.302024,894706612.063695,986424665.910366,1072266052.02531,1172522387.76148,1292508721.48936,1396037256.51075,1520720055.45474,1646318670.71167,1764648122.19297,1875302969.07723,2005615243.00461,2130849862.53252,2264555146.36616,2394035793.66376
343159907.919075,403614712.980627,457848357.330422,537425432.445685,608827635.783662,686395926.145957,772185388.415098,854618174.817842,943757445.350261,1030957200.14437,1136650517.7256,1225294427.50436,1339430674.47831,1445276245.88419,1555727501.48421,1662413475.66736,1774354772.57117,1896738611.38019,2020430077.26562,2136573965.95238
340967142.829998,403183597.056126,458195762.238537,539118718.092278,610817533.693885,689204442.454616,775407365.395575,856332026.551548,944882883.941627,1033679940.84147,1138812096.97408,1226314172.61026,1335480332.04076,1440849489.6136,1547364437.88783,1648835705.91495,1762061663.16929,1884235148.92503,2009014454.54456,2120643989.75145
408502309.830496,472637215.24128,525667259.275149,608437613.240245,685791649.67364,771287911.406075,858981625.867596,939721361.304069,1030646483.08474,1127244798.07668,1239351417.92805,1326793474.59626,1448651726.69383,1553415809.53644,1652978741.28502,1766071726.02373,1882689791.1981,1988868778.86667,2116768142.35054,2230866961.45223
340069465.416702,399855880.192603,455493836.13664,535900960.446127,607436028.267369,686493892.672793,771261484.136812,851448650.933458,938692756.406129,1030154764.79553,1136672388.73838,1224314174.1995,1339027766.62888,1446321708.4791,1555941436.01087,1656697416.7537,1763396758.96559,1881594264.6974,2010342513.69132,2122880369.64389
390755140.46462,450340275.26761,509265980.92438,589487089.839955,663469496.954062,747582508.402575,831576156.210597,911125670.98588,997492011.377892,1084602872.78643,1193199070.00578,1271083072.04767,1371787296.94812,1464429806.59165,1559263828.39478,1662755175.60146,1759337030.73134,1873166611.09729,2007902257.62632,2111463412.62891
354058142.666954,417826664.806642,473022384.392799,553923275.006587,625655878.541994,704573505.969901,786025906.775988,868796576.708369,955693329.925119,1044418238.2931,1149206440.86773,1240055218.41011,1352420925.94257,1460964661.20444,1560247943.91114,1660059203.35676,1775882157.83527,1885040512.64752,2013518758.91467,2129689313.68827
459405079.176773,529577249.721708,592895830.267672,676124978.894998,757074643.982604,836430079.839281,928111077.377917,1009037668.63313,1095311788.5171,1182660931.7547,1283292932.48236,1389870705.66243,1518869373.8964,1634522889.71515,1743124359.49351,1854136299.9653,1978530304.73592,2112200919.09119,2240842192.23282,2344911114.12882
342889741.950678,403388827.099054,459347999.369817,537477405.59187,608767922.360942,687909344.378315,774681015.824785,855128593.80251,944534005.161815,1031911246.63259,1134233755.61,1219908023.02759,1332817209.0715,1437250461.94762,1539982809.81289,1642181715.05587,1756470289.48435,1880583797.59368,2000924931.55852,2110798749.46243
340639521.619052,402358352.538143,456183624.639543,532805343.927297,602428111.610886,680023661.936924,765768243.981026,847490000.485005,938579988.429956,1024861626.44496,1130979227.55803,1214568323.98174,1327468456.16887,1434470772.69692,1542682077.49984,1647840158.41609,1753118853.2449,1874029365.81655,2000210865.07391,2104144086.92067
368343137.16235,432704486.034056,488347811.569476,563869564.872199,633110640.919246,711206339.217512,799493050.779214,882264054.889284,967742632.071431,1055807547.48114,1161879938.70591,1250657194.94277,1353702294.87196,1457978628.43806,1561668783.80457,1661744182.64647,1770956429.86343,1895887317.04107,2021961357.93217,2119423368.34016
409041361.107325,477832556.882983,534083797.907819,613721684.24794,689761028.459544,771992930.126145,859383360.369282,945157522.646815,1037641380.74273,1135522508.85154,1238251258.2584,1330744242.35284,1447500314.41674,1556252471.94543,1671485587.88087,1768556199.78402,1876451645.76921,2000597664.9626,2133057923.91948,2252682681.26085
490481819.583819,547883105.277156,603794720.741303,677652895.970407,752915479.91057,825565884.664612,913995564.653216,991440936.112709,1093077565.59121,1188492507.13163,1293340081.54968,1377260537.09909,1499604602.43415,1630744431.06916,1751201966.14783,1860719950.45836,1953367667.51254,2067079761.01218,2199712042.84221,2291927990.20358
367206336.751878,431916455.372785,488487131.427785,569326094.286284,640895840.848643,721805209.183642,806218984.923525,892649695.871428,977449796.827627,1068940898.30128,1179299430.62135,1273032302.81944,1387830762.93735,1495748601.41584,1604887334.65496,1703173857.99496,1813058436.68837,1928735036.91885,2047804082.8289,2161399377.22327
379305200.177743,442782940.826255,499419546.064398,578296703.876122,649690531.94276,731626926.285437,817834911.422286,895495371.295782,983587409.110152,1071684652.5372,1169851502.12487,1246664013.12144,1357544416.17923,1465326937.68655,1564791199.60773,1663940512.22446,1773803701.9658,1884243126.9523,2001144219.82291,2095389173.60696
366340881.352494,427042550.264735,486810775.820246,568163989.917616,642774180.98175,718601678.089004,803012536.961648,889353244.075232,968171450.169255,1054213475.8218,1159355942.58546,1245895352.25706,1354257861.18269,1459996940.41451,1570328518.76276,1662404560.07053,1769628385.35837,1881572024.88654,2001980970.3896,2098184427.99219
481871045.966846,542064037.777793,608072188.936416,686960951.455197,752694650.158904,844391626.07869,934381101.817427,1021118762.42069,1101933726.1731,1186919042.81159,1298720633.95384,1398522712.10414,1523275929.42455,1636874546.85844,1766117769.65932,1860931126.69603,1949633403.33351,2093215425.83462,2204161285.742,2283395917.36793
342266873.735248,405394789.233737,460613297.532118,539972463.291682,611115094.641254,686476520.266543,771176644.533282,851699734.988654,942356598.677194,1031832706.51617,1136405063.18011,1226720159.02185,1336964303.54313,1443394125.2134,1549365426.73855,1653346972.77286,1768073738.9965,1891548830.15046,2021501481.81682,2126809406.74164
451273350.831958,520674765.701398,585678749.940598,672297974.284706,749290206.317685,837514489.198218,924259678.580037,1019152942.64656,1118692031.02008,1207168198.17068,1314746523.46845,1400482445.77092,1518727024.84648,1637084921.28502,1750404742.89793,1859555519.80188,1972555151.25125,2103628034.75308,2245716440.35067,2359395304.10561
392827875.293307,456530489.77898,516724368.200538,596991290.572175,668643283.464055,747682821.067171,832882517.25993,919755965.464421,1009746169.84924,1108078608.86781,1217264600.43546,1307179751.37479,1423201667.03879,1528437216.57864,1632584563.75005,1734817983.99263,1844764652.01076,1970298473.2219,2094651315.96407,2194888700.46352
433070098.755301,498918913.424598,562984313.970528,650011302.292459,732299893.364325,814333769.061781,900728124.862431,980815223.321451,1065580938.23659,1160969321.04747,1269017872.52546,1352380683.65754,1472602408.4876,1577028752.76096,1688489475.18038,1799254268.39356,1928776691.60854,2060618726.43244,2181772172.37989,2289622924.36428
362145178.303335,419975734.350411,478049027.350719,554629858.470856,629200460.42752,708901558.278748,792005146.501044,871378786.367192,963159277.696188,1049616372.06046,1152505901.67531,1240664140.00951,1346113842.39006,1450375137.93046,1564661183.61622,1661475809.48622,1780191096.60895,1902457864.37574,2026529353.93859,2132813743.94111
469643516.638438,534507133.022872,596291813.072177,677587850.136744,755566564.766873,835974943.011667,929547330.302751,1014446449.06442,1117420217.4827,1220086534.51618,1333580833.35492,1421756405.69926,1548728650.5426,1671983783.85288,1784367384.95355,1892376690.88843,2021506699.20359,2150686681.48985,2268743961.21995,2382508568.89032
361779963.523479,422841343.556494,481927942.343127,560989554.410447,634939193.927191,714112493.856396,802217589.045002,882815281.845781,976157576.901005,1068075397.63427,1180100721.46422,1269251773.63667,1385239532.01815,1497360925.6614,1609778469.2572,1708097942.10358,1826385156.4483,1949758134.26494,2079335358.594,2197626178.72253
381083327.191509,441939336.010944,499875473.4422,578958153.348797,653762902.545486,731525325.643594,820300512.605588,900579242.198981,990932181.875788,1080849155.09645,1191352047.01732,1282836493.17766,1395150973.76772,1503120260.66316,1618752566.87239,1717149804.08311,1835342888.42145,1964935543.23299,2092854594.5623,2204812444.75639
343841706.048006,405740715.274178,461084517.194696,539829143.706224,609281250.63812,686378826.836362,769723931.34642,848680992.939398,936840732.609683,1021238340.02394,1130020246.80991,1214300638.3405,1327243381.01952,1433683766.593,1543580083.49741,1649810866.53057,1761944767.11232,1884546514.68598,2010076565.13719,2122952713.98247
343218847.260208,403698233.576027,458894677.157799,536517629.930922,609617527.764809,689345589.044013,773049632.176314,853808840.502255,941190487.251622,1027526623.77813,1133869835.30718,1221266458.81384,1331980386.70655,1438981510.37545,1548211087.40828,1651881411.94104,1765148482.73684,1886469412.4067,2015801499.61196,2128117449.6425
382111167.895921,441964664.033127,502206409.74324,584803509.744627,662062873.738564,742338727.218702,832134151.495602,916366397.331332,1007384912.32204,1092057220.52336,1194130802.20026,1288437361.71952,1403223779.95605,1514196017.1866,1624004908.03765,1737520587.85212,1848965676.91139,1971956483.21744,2098757343.33004,2222320514.00032
488244872.528244,548936640.142422,614496094.359643,698306820.245873,778971267.629528,859024394.002226,956998865.67921,1036934105.53079,1130734062.69169,1238861190.9315,1350108257.21678,1452172752.71704,1571308976.70324,1687292718.65068,1820692911.89206,1923435529.98734,2035621402.90988,2182609446.37591,2319967894.33129,2432076043.41161
389711892.191506,455947485.974167,517186551.225453,599369592.221406,668403619.84002,751365944.089938,838807267.512084,921718512.300516,1015634514.28731,1099498686.7216,1199055381.89091,1291081954.45676,1401151916.9102,1499340479.6137,1601275207.59402,1707539261.4254,1810543234.97791,1927943649.20723,2050526713.44218,2167980001.22727
341568925.376909,402242199.489075,458950113.001611,537744283.414554,610292290.611863,686591651.05563,772024468.517834,852381313.367711,940681388.208698,1029993340.26954,1137623493.4785,1227456905.44706,1338588359.66843,1446704574.23616,1553765468.19126,1660538044.00338,1768558708.45437,1891298028.09656,2016481320.28545,2125397964.87247
385760223.850714,444515030.586082,502095713.84372,578946525.530687,648413647.23836,727036693.265757,807946644.036025,886512858.159827,977130444.867488,1067261997.50669,1167935980.41278,1249052490.78576,1354185929.26254,1462001660.27416,1555327359.29749,1648134263.44525,1752574428.45668,1877196545.63897,2010846270.94149,2105095354.29028
371022832.782526,431564914.470712,491634363.187748,566995161.369154,639275034.16871,717847246.506346,795684938.213566,880845091.118279,963122004.614237,1046890454.13473,1153519684.90984,1243248665.45824,1348926312.90543,1457985907.21892,1567706779.20866,1661169646.42116,1773465691.14341,1902323988.79583,2038003236.16199,2139627499.90586
451755209.43995,513773182.020368,570872293.333112,649562843.458942,731999156.592215,816859334.202498,899369206.253263,979502577.855285,1069111400.81887,1157772022.68609,1255877085.77508,1347833940.41931,1448711077.57494,1535139126.20367,1623250933.4264,1712187153.15952,1826442457.51146,1939564081.93169,2050526786.48009,2167916659.35151
341324371.44958,401009429.491265,457789692.02548,534394674.928272,604191773.092158,678728027.051804,763815187.366455,846696170.610987,936679038.327554,1024021648.86685,1127902616.7943,1216035893.23022,1324221725.74907,1426492684.91115,1537291452.87147,1638256140.17924,1751255837.47575,1873581574.83919,2000558600.23495,2117904415.89702
406642264.402689,466991698.619444,522212484.155246,601179774.049204,666711725.46531,746059169.043546,822725816.709205,913232230.764244,1002198553.31753,1098085042.60008,1199049490.98862,1290367139.85709,1404366307.47868,1501648336.20189,1605736826.04907,1705367913.68031,1818844430.5464,1946556517.59321,2075284447.79096,2173449277.75107
396731992.103746,461519817.80927,517728998.482938,599373064.909874,671660898.876395,752649914.718664,839846802.37585,926516950.88128,1022308752.80062,1115995963.16801,1226680933.73859,1312704286.8495,1418399379.68273,1519163040.70244,1631775328.19621,1727747224.61851,1834122823.98753,1960817669.18263,2095243647.51377,2203646795.42449
414690573.717507,476610493.539764,527277563.723283,607624049.836032,678519744.870305,758959412.715273,845332930.932071,927503484.676152,1020734481.53539,1104598553.18399,1216632999.19363,1302913969.19304,1413272512.55517,1524135600.04428,1630850819.02746,1731965704.50114,1856568331.12952,1967121443.60918,2082134892.34515,2199906722.24658
412915538.129885,478548296.103137,537982944.876468,622761667.74361,694890914.391864,780724740.850874,871122959.144923,951871985.931169,1043472162.95763,1134096204.85132,1248107673.47623,1341032191.01505,1452872654.94016,1559138221.29744,1676635857.76327,1785671491.81522,1905165540.63353,2040165972.43049,2168620591.10769,2287585672.1076
355572654.736028,416157940.233345,472417509.993672,550323559.282665,620714390.202013,697962335.780839,780037368.481938,861042923.428873,951517225.621861,1035464541.45174,1138876216.95005,1216693773.39668,1333752833.78091,1437590654.42862,1548476220.45634,1645057684.98119,1763893354.2928,1875982291.31709,1995736408.5055,2097968966.23382
356681875.149949,419237918.774551,474020999.510807,552474209.028525,623891928.876882,703251668.960332,788769949.340675,870346863.720205,956492176.483244,1044075351.76145,1152880352.69288,1238837023.8886,1355897210.59974,1465233585.11552,1571639424.664,1679430203.58921,1791788792.39994,1920787299.19621,2050858088.89896,2152713293.2971
341044730.54583,402779633.918146,459312063.484534,539239897.22523,612086867.218917,689965419.849562,773349648.094693,855738403.854172,944411088.991876,1033128046.37144,1142050888.38718,1228876438.1159,1337966508.05356,1445615516.01613,1555811056.72363,1659189679.99594,1772008909.68954,1893066334.42526,2021662375.26309,2131312382.80776
356521972.811334,418989158.101168,477706801.650421,559052986.705682,629403243.940428,709575771.27228,795731737.37017,877186559.294548,965345690.561028,1058148396.80745,1157739368.25094,1240748034.43835,1354147618.07535,1460685437.72101,1572935628.23211,1676736636.75823,1791757972.63072,1917548978.62497,2050908258.21477,2156704068.64584
367178305.751081,429027580.705105,487098397.010832,567837110.213253,640551038.234842,718077725.011983,802643235.85348,879813649.818096,971250945.221923,1063133061.71267,1173745053.12969,1259225078.62377,1366842491.70637,1466790686.59287,1577159742.96825,1677396719.88993,1792462421.13654,1908533300.70992,2033631478.71635,2155213537.56333
375216300.082143,435622338.045968,492192394.082473,572342373.230593,644831350.542632,724768403.504257,806648770.477202,886978582.426551,977021488.140474,1069264045.44284,1176479166.46018,1260234510.37726,1370618223.24974,1474704747.88226,1574497208.01826,1677920635.73033,1790484342.5388,1916216655.48577,2039836375.09192,2142191406.77811
413480540.36541,480258972.839668,539498149.535109,621596157.274241,694116768.539496,774925151.13754,860662642.701457,945754739.486043,1042267502.76751,1137067437.27193,1248036641.20577,1348711475.63082,1469742607.25087,1586973036.56027,1700311465.52921,1800529843.42476,1914230996.15207,2042943147.76313,2168362788.26401,2292999222.63275
349893427.476697,411883962.08311,466363369.70536,544199911.814458,612208824.684593,688938600.145669,769254845.208007,848774174.714538,934269421.243605,1020328646.2536,1125787411.894,1212292949.05927,1323238227.56958,1429281684.0223,1532238207.79732,1633300829.06016,1744360106.25811,1859030114.16818,1970448632.67388,2072193677.42905
418204697.879264,481797318.396948,542621589.577199,622742754.105177,695129517.845808,775978155.50204,859920412.67801,943556820.689854,1033243454.21007,1123082423.24665,1238442659.00317,1330182350.88372,1445085576.19459,1556519887.49488,1669487670.32705,1773675978.12101,1895831813.55123,2002288310.40208,2135279838.98831,2237549646.85928
398341680.949073,465274853.983063,520812750.609989,602457555.900958,673508621.404439,750424979.141968,836917434.343211,917692342.108141,1010775885.63527,1095522592.73856,1199228717.94206,1291241044.09972,1412405445.84129,1513328020.90232,1618082605.47725,1725556578.32053,1845119766.89439,1977022880.25663,2093976151.16634,2198020882.92586
358486603.252724,421378348.93453,476830347.035209,557645664.38474,631607233.648708,709073054.923722,791089925.247345,869591322.003182,961803869.139114,1043538348.15637,1146782640.23613,1228200450.97477,1344064913.11945,1445080012.23321,1547136210.62113,1654250772.29036,1756378948.39208,1878761016.86533,2001196846.1412,2106954466.31115
410575050.304467,476713079.002353,534086751.54307,615045691.518038,688547324.533199,772098877.788933,859875063.999931,948396569.429925,1037805560.60013,1133705522.06974,1244547319.60539,1337612522.22148,1461691773.76866,1570729196.21951,1683580591.64227,1791176242.68401,1902325390.10681,2029501593.19805,2152264396.69718,2256325938.3384
368834442.546818,431254009.814939,489530179.602426,569845391.69245,642407103.546701,724669707.260096,809533418.447436,892710119.76229,980098050.13417,1069637205.10251,1174375484.76948,1261122734.88435,1371671299.52479,1473505350.50665,1582861548.27559,1692907261.9363,1800453217.31106,1922859906.76796,2051248600.10832,2166233074.66989
343669104.853998,403153008.4146,461035153.806747,540771613.301029,613826380.936445,692953103.762912,778698287.897236,860325281.572845,951618901.08128,1043990426.50186,1149796674.39636,1239579336.59481,1351587764.23665,1457286394.8827,1566942547.47854,1670673534.95281,1780498849.72795,1901807476.00228,2023229978.79002,2132293787.82041
414741036.663125,480875787.367684,536971912.414504,607323302.050513,675563021.371036,758485383.226987,839276934.078473,912445927.59564,996368971.70433,1086485034.23467,1195442719.1699,1269567649.79277,1384908490.91862,1472550667.48443,1586182476.55568,1694561908.50457,1817685193.47227,1940532210.80564,2079646446.7651,2187555682.51919
430134303.359176,497890925.530471,556222170.932809,634537873.45977,711531427.627419,799497396.90518,887949236.064446,974482302.8061,1068283111.69876,1155901016.76643,1269735695.13264,1359877278.63484,1476391875.28994,1592955047.2734,1700447128.30029,1807240913.57415,1929067265.75535,2053846317.57311,2186344809.89436,2298361441.23916
406896410.199721,473192218.420917,530333474.574312,612449298.416425,688506352.975848,774086105.723303,864015649.409923,953253413.352392,1052503627.09985,1143309727.31839,1250698157.41117,1341987610.30138,1462640971.52682,1571858594.10831,1691052505.76502,1806144786.07203,1931794771.48924,2061707928.51618,2201341177.15892,2319592251.10196
375098179.545336,434531329.061692,490883645.679978,566295076.925414,640294277.425492,714424373.490722,802216025.619569,878743027.500128,960427993.964339,1054266087.08415,1160288181.24509,1249951952.89331,1357482405.94503,1465719524.61866,1563836931.09666,1666031119.49342,1778309866.80641,1897481497.04954,2022218642.48771,2138114370.84001
412040477.029912,480203396.326799,540006826.240357,625559519.644493,701029447.885777,783550747.822898,871186923.730977,955805472.025915,1047690406.2515,1134621229.36419,1243379230.55966,1333261161.33917,1457339896.75815,1565566219.32611,1681885669.94553,1775172844.87726,1892597036.66703,2021889205.25971,2150702208.82838,2270840931.33719
359586744.038896,423915623.780965,477262098.194242,556723247.030996,631423785.495464,713477684.347984,799642350.66921,880558667.697575,969035714.183219,1061771159.96456,1168190940.30895,1258867105.16666,1374615639.75568,1485193784.37014,1590050995.91624,1691071119.73758,1810363340.41282,1925406893.62699,2049848535.66125,2153038015.24512
342870627.69603,402742932.617848,456640918.728272,535198809.328203,607219351.261027,685872998.939367,769167660.310403,851994740.926737,938921585.079698,1027300700.25951,1134335110.47918,1224718440.56796,1338239288.55709,1441545581.30278,1550078700.11966,1647006202.4578,1762188212.44934,1886609383.86844,2010738178.76266,2121209552.3073
419029626.228091,481732648.647244,543655117.158451,624963273.360912,701288570.179963,777354447.603888,864579639.528861,954838563.243815,1039261660.22456,1132969632.60462,1239238921.32245,1330827863.14221,1449200020.8522,1563462713.94573,1678433779.28502,1787854526.15938,1898725205.6167,2024901060.0793,2165776313.11725,2295259898.00557
378837509.244172,442280096.099054,497976443.835368,578802539.681662,652725273.661687,733793266.968494,819002269.531666,898640669.928028,992729446.687931,1083321751.92076,1188639666.03602,1282267620.54044,1392642495.83575,1504915178.9323,1613422448.90344,1724131187.41643,1837746912.70106,1962442403.48145,2090648867.8282,2202786082.1157
389264786.3049,455517941.95663,514235859.648048,593153835.768587,668062694.793032,749584907.112837,839656140.278462,925353443.539601,1019364210.78796,1111924796.61547,1226285154.88598,1313766050.07227,1432264385.24049,1547522663.57388,1665423289.94358,1773089098.39181,1897501848.84215,2025211665.30375,2152977787.63062,2270481255.79803
344133520.535007,405218591.730745,463648043.223478,544141684.429308,614679816.491904,693961600.179194,779965992.230494,861359521.320614,950361604.557908,1041080092.83554,1148431978.1492,1236857084.52914,1351174263.82097,1460169524.59381,1567704076.95968,1666554194.25793,1775412300.01652,1899928439.01228,2030353320.8807,2145574571.94964
394334074.620038,458996316.791495,511710807.038757,582401509.58065,659414161.016113,734910007.171925,816710474.098982,898344201.046848,981634264.914109,1071511431.80387,1176918942.56141,1251602620.49593,1364770880.43058,1451132284.36955,1560331811.93661,1642768568.09689,1757901189.31306,1879542315.44622,1978371613.9425,2085239901.70592
410748045.683701,469102249.248805,532247088.075303,609072337.397051,687846553.923914,769256434.015156,852661759.78224,933422997.454587,1031567540.76418,1113824738.58595,1221419888.80247,1303690551.74245,1413546796.09795,1510361561.93636,1621938038.7547,1728260722.14701,1841003783.3343,1938970541.58804,2066834052.03513,2154658928.77401
341316204.008122,402411738.8451,456108290.187677,535414174.244708,604873957.083979,684287256.517445,769061523.981449,852075569.458275,939118269.851512,1027106478.69236,1130596780.84275,1218950167.58839,1332285650.17665,1440402476.99849,1546152319.28975,1646686086.27322,1752883648.10788,1870280865.36548,2000016061.13798,2108822468.16937
365074845.206334,425998352.489421,480801528.206611,558603491.534329,632586437.374098,707343402.163199,790295219.025257,868634791.272656,953968987.32878,1037576475.69502,1140796744.02945,1228436047.28699,1339766086.74492,1444534806.93949,1544895786.07822,1644787762.64459,1758884881.55062,1876801036.69628,1989483648.4944,2094623315.01913
363384888.727866,426489852.853938,481000905.390292,555597275.573659,628420496.638092,706857462.207765,790193995.976988,872097296.638634,962330234.625021,1050893912.98429,1153600861.73193,1242953734.62901,1351682789.94793,1455419014.26992,1565795277.13362,1666293275.3127,1786213576.0827,1907051886.61565,2029032894.35152,2146977311.95673
435286663.36244,495675855.892373,557816513.723231,633524298.717733,700316900.769394,774624266.344887,867318809.410934,947156969.134931,1032750829.45823,1114490039.30537,1230895242.74977,1305549304.54057,1406851490.83464,1508601650.48201,1625270681.15391,1726200509.84045,1845660852.78222,1968432513.46515,2076549343.72479,2202748028.22585
408097442.12677,476067378.444189,535032283.941922,617758577.831184,694388215.401552,777426886.929971,864590683.991767,951126809.453353,1045262204.66212,1136671228.26251,1247897155.63886,1338033301.53305,1453878970.31393,1567888080.90043,1677364827.47876,1793252878.05187,1906218654.25845,2019467757.78461,2152700918.20455,2271812020.89876
454261970.545418,525579611.603452,589860288.729702,679484508.531757,756360309.448061,846983857.945424,940532269.930075,1033475422.8316,1130102492.19336,1231647395.60723,1350257524.13567,1436548504.79919,1560409816.15721,1663626899.39304,1790832233.7787,1906949507.2314,2021617755.87002,2152455237.65542,2292065704.95649,2399705863.84556
458834845.932504,527344320.785309,589495667.302588,673998049.068306,750486805.036364,832907603.415522,925663200.01487,1016818749.78741,1114235444.47706,1200738781.20315,1316667256.38902,1411060092.86632,1528649141.28147,1645813490.7795,1764034043.74458,1857878086.10699,1970209632.25596,2103781192.5268,2231388018.84878,2350542294.01464
